,match,team,start_time,end_time,player_ids,xG_conceded,opp_possession
858,2275139,Manchester United,0.0,,"[31533, 31536]",0.0,0.0
859,19714,Manchester City WFC,0.0,,"[10185, 17524]",0.0,0.0
860,19790,Brighton & Hove Albion WFC,0.0,,"[19420, 20034, 23291]",0.0,0.0
861,19799,Chelsea FCW,0.0,,"[4633, 10395]",0.0,0.0
862,19799,Chelsea FCW,65.0,,"[4633, 20061]",0.0,0.0
863,3775590,Everton LFC,0.0,48.0,"[15789, 18254]",1.8049309670000002,441.284128006
864,3775590,Everton LFC,48.0,,[18254],0.0,0.0
865,3775557,Arsenal WFC,0.0,70.0,"[18999, 49697]",0.0,685.324952009
866,3775557,Arsenal WFC,70.0,,"[18999, 49697]",0.0,0.0
867,3775624,Manchester City WFC,0.0,,"[10185, 10252]",0.0,0.0
868,2275056,Everton LFC,0.0,,"[10651, 15575]",0.0,0.0
869,3764241,Brighton & Hove Albion WFC,0.0,,"[4989, 16383]",0.0,0.0
870,3775628,Manchester United,0.0,,"[31533, 31536]",0.0,0.0
871,3764233,Arsenal WFC,0.0,,"[10235, 18999]",0.0,0.0
872,2275104,Arsenal WFC,0.0,,"[10235, 17524, 18999]",0.0,0.0
873,2275104,Arsenal WFC,64.0,65.0,"[10235, 18999, 15621]",0.0,0.0
874,2275104,Arsenal WFC,65.0,,"[10235, 15621, 10380]",0.0,0.0
875,2275153,Reading WFC,0.0,,"[10198, 21021]",0.0,0.0
876,2275079,Liverpool WFC,0.0,,"[15614, 19777]",0.0,0.0
877,2275092,Manchester City WFC,0.0,,"[10185, 15554]",0.0,0.0
878,3775630,Arsenal WFC,0.0,,"[18999, 49697]",0.0,0.0
879,19760,Yeovil Town LFC,0.0,45.0,"[15712, 15717]",1.30331017,936.439337057
880,19760,Yeovil Town LFC,45.0,,[15717],0.0,0.0
881,2275096,West Ham United LFC,0.0,,"[18151, 31556]",0.0,0.0
882,19801,Manchester City WFC,0.0,,"[10185, 17524]",0.0,0.0
883,3764240,Bristol City WFC,0.0,73.0,"[15618, 16381]",2.284426134,1488.413400008
884,3764240,Bristol City WFC,73.0,,"[16381, 16394]",0.0,0.0
885,19761,Bristol City WFC,0.0,49.0,"[10171, 16381]",0.294693343,952.593722
886,19761,Bristol City WFC,49.0,81.0,"[16381, 16383]",0.20651256099999998,386.47840200400003
887,19761,Bristol City WFC,81.0,,[16383],0.0,0.0
888,2275074,Birmingham City WFC,0.0,,"[15569, 15574]",0.0,0.0
889,2275122,Reading WFC,0.0,,"[15720, 31628]",0.0,0.0
890,3775630,Birmingham City WFC,0.0,,"[15574, 41812]",0.0,0.0
891,2275078,Manchester City WFC,0.0,,"[10185, 15554]",0.0,0.0
892,3775625,Bristol City WFC,0.0,,"[15618, 24922, 46741]",0.0,0.0
893,3775585,Brighton & Hove Albion WFC,0.0,5.0,"[16395, 22337]",0.180411939,87.77786800000001
894,3775585,Brighton & Hove Albion WFC,5.0,,[22337],0.0,0.0
895,19718,Everton LFC,0.0,,"[15572, 15574, 15575]",0.0,0.0
896,19718,Everton LFC,83.0,,"[15572, 15575]",0.0,0.0
